#  cD     cE       density     E/A_snm       E/A_pnm     snm_converge_flag 
-3.00   -1.00     0.12    -11.98777591     12.11020806         1
-3.00   -1.00     0.14    -12.38368068     14.15737470         1
-3.00   -1.00     0.16    -12.38423757     16.49555720         1
-3.00   -1.00     0.18    -11.97023817     19.12016231         1
-3.00   -1.00     0.20    -11.13237163     22.01316572         1
